MAE,RMSE,SFN,MAPE
227.32417618600945,307.8876316614582,0.45798805356025696,0.39620486224539353
226.39301741750617,319.1333560381832,0.4192373752593994,0.33407871090672264
142.01042817768297,205.33836529077445,0.34844741225242615,0.2657847982371049
137.95362532766242,184.13531937723081,0.3232141435146332,0.2530184296271372
182.17162804854544,231.3136807064779,0.32187825441360474,0.32793133325742224
228.47573973003188,284.0268370689676,0.3295324146747589,0.39351877644375965
166.54115375719573,210.70673606553848,0.3098398745059967,0.2870939363119203
173.13141511615953,218.25540637765144,0.30847322940826416,0.2990035480089231
263.5677120811061,335.36809345483005,0.33320772647857666,0.519557924523753
226.68243247584292,295.180088058022,0.3070653975009918,0.46117983309347765
129.7094148334704,156.51928809447017,0.2831816077232361,0.2778261349897799
142.56503416362563,167.50218557648063,0.2961694896221161,0.31052423447202115
254.94255226536802,320.21011698816164,0.31708115339279175,0.4944244489116959
176.38769772178247,225.2273942972766,0.287108838558197,0.3692880219535574
125.15694869192023,149.5384936855897,0.28391218185424805,0.2895189295524035
200.46814245926706,239.45069982555748,0.3083932399749756,0.39360717160653885
274.3536633943257,349.81633812061705,0.3019792139530182,0.5355867555634535
158.54755602384867,227.25782499990325,0.28808730840682983,0.322165676135062
132.20039247211656,159.2853147411036,0.2794474959373474,0.28676635663694966
244.4968631142064,329.6320320445146,0.2867380976676941,0.49455146009519363
127.69493103027344,147.70721802133897,0.2773197889328003,0.28384985659936
234.2276466771176,292.8068850101553,0.30798211693763733,0.4509675719352937
298.5449620297081,388.993668804449,0.29944753646850586,0.5753106903762774
208.86693532843339,281.0091767544004,0.36557796597480774,0.3802171704058077
130.4799246537058,168.26974856225266,0.274609237909317,0.2606441154743383
126.54239252993935,146.9688457818591,0.2766791582107544,0.27141797718033134
263.04295268811677,332.48376311953115,0.2990741431713104,0.5078703807200127
201.22768281635484,271.89929556093523,0.27687695622444153,0.4138625711204324
149.01148183722245,175.80656954452058,0.2651008367538452,0.3193049196260129
165.35768649452612,216.38783958360244,0.2689014673233032,0.3486658896622355
184.3688386615954,248.8964966320188,0.27441132068634033,0.37779958702329364
146.82870081851357,170.10689437986494,0.26426538825035095,0.30761896187141546
156.25196195903578,191.08657862020883,0.2666023075580597,0.3249480145503849
218.16692312140214,292.95974806333334,0.2854450047016144,0.431074484643765
120.4659568385074,145.6735864860821,0.26504042744636536,0.2602563993414619
165.56270800138773,212.64011785939644,0.27131882309913635,0.3464099637712166
256.3846499794408,338.1031837534344,0.2908923625946045,0.502009466548552
154.10981027703536,185.25469775542751,0.26578593254089355,0.31663053097113997
208.27843555651214,297.4516062967311,0.313294917345047,0.4039449055657985
303.54107405010024,360.1854254938,0.3199586868286133,0.5663888123790946
188.3169499447471,249.2779672005081,0.3267701268196106,0.39346307197047276
222.0440095600329,290.5556361296644,0.2872019410133362,0.45876822224754593
167.33108922054893,217.74945781650848,0.3052768409252167,0.32442847738554387
