MAE,RMSE,SFN,MAPE
186.1845683047646,228.52103377052606,0.31503963470458984,0.368323362187417
161.03817427785773,224.17937239847373,0.2858756184577942,0.35688487062090296
186.86325073242188,248.6756689112049,0.29026952385902405,0.3756541493461885
141.02362863641036,162.10024779244634,0.27830770611763,0.30918123381071355
165.0965391460218,227.61087591948504,0.3345824182033539,0.29600437478107094
143.26346427515932,168.56895293042527,0.29712986946105957,0.28670569737614415
134.83293794330797,155.53968845237543,0.2817695438861847,0.27658595671479114
273.52069894891036,341.58335762630946,0.3292122483253479,0.5287175789914653
143.18252764250101,189.81800751967336,0.2916642725467682,0.2802676243044118
128.23492271021792,151.00915414058977,0.27142655849456787,0.27796671973440235
146.1235929790296,178.3330168149636,0.27073073387145996,0.3055588889215418
158.27579016434518,192.01577502762942,0.27764973044395447,0.3192350762301839
125.38374127839741,147.60878769553867,0.2692459225654602,0.273561019506883
199.83090611508018,259.4291062207378,0.2869507968425751,0.4119811052784713
155.53225627698396,213.5939085299408,0.3154800236225128,0.285178113214614
135.60061565198396,158.2114779206211,0.2777023911476135,0.29233619170728903
113.8765371222245,136.57045658665842,0.2729957103729248,0.23216731401152432
162.503856458162,198.93024133998586,0.27412641048431396,0.33901612676450593
155.91689581620065,180.69991505313618,0.2703463137149811,0.33489025444323645
187.08729794150904,242.7228919207393,0.2791636884212494,0.38740749902666455
154.0100824456466,185.38252350800045,0.2754637897014618,0.3124082492582292
128.20495565314042,146.28932109749482,0.2730485498905182,0.2757112156581691
226.8149703176398,288.1690405969699,0.28873884677886963,0.4579187485672322
153.11704736006888,199.35300265350722,0.29489174485206604,0.3028274887696217
127.47808998509457,151.1686962121179,0.2700185179710388,0.27191228179371896
127.58508782637746,171.5615285976092,0.2892066240310669,0.2223463068627685
127.30604312294408,149.06432373961331,0.27024179697036743,0.2778519700401195
170.60204837196753,221.58570600534668,0.2792230546474457,0.36330977594452313
155.06239599930612,207.21966998346178,0.3095025420188904,0.2888621882623039
131.96767987703024,154.6270258438976,0.29510265588760376,0.28029180488755323
137.59370181435034,173.36553003725578,0.28388655185699463,0.3052616781672109
144.23383813155326,195.66801314053097,0.3039921224117279,0.2647631284140036
141.32963843094674,164.58411331057366,0.28419986367225647,0.3039959775747116
135.85888511256167,167.551328757446,0.2833002507686615,0.29384502701750903
167.62945596795333,231.427895134758,0.3275656998157501,0.29427873656465886
166.08775690982216,196.86355329699305,0.2887217402458191,0.34509800277717995
119.81928052400288,143.0131987131545,0.27056685090065,0.25715433733569665
133.60655533640008,181.69320889615855,0.29194286465644836,0.2526399864173127
155.48433444374487,174.97892646082607,0.27889153361320496,0.3320659871404346
123.091114244963,146.35879964611152,0.269925594329834,0.2540364300266836
160.94665567498458,198.77747831602122,0.27993932366371155,0.32078299312268266
161.9798977500514,187.60003687202015,0.2764437794685364,0.3391154968759937
138.36000462582237,164.18694159297763,0.27266886830329895,0.2779073075951267
156.49496741043893,176.19941130928308,0.2750144600868225,0.32793422036409275
132.24212887412622,167.59429557492692,0.2807267904281616,0.2600819440966453
131.45721194618628,147.0086588239928,0.2720833718776703,0.28140713621813046
158.57535593133224,213.09187206433063,0.27774474024772644,0.3394670187001348
150.7242062217311,208.41611952484277,0.30869215726852417,0.2729074158172854
130.9576002422132,145.48065663017172,0.2782897651195526,0.2836741098909375
155.5014503880551,197.3912302920312,0.29674234986305237,0.3344147669224032
211.11943977757505,283.24664439034694,0.3545745611190796,0.3470150025195766
177.24075076454565,221.3186839482135,0.2965068519115448,0.37673379832211484
136.14136826364617,167.13921655842017,0.27110594511032104,0.2957159036817998
145.60258764969674,189.09240642058964,0.28662413358688354,0.2839094452877832
131.95833065635279,152.93648749919623,0.27684730291366577,0.29410200621971144
125.70155093544408,152.19358891111628,0.27139297127723694,0.27467690692984525
210.53613000167044,279.32959625174624,0.3446405827999115,0.35081994009232054
237.70575834575453,311.1781595579168,0.3067437410354614,0.4898918456918633
145.7796462209601,175.8440555133877,0.2718926966190338,0.31151610344685376
153.03599026328638,209.30591228861945,0.31133249402046204,0.273746982909337
177.38264224403784,218.01020706521822,0.3266913890838623,0.3741252153924316
121.01397223221629,154.48210376651036,0.267665833234787,0.2629645907997922
153.43955592105263,205.26915707060778,0.3027893602848053,0.2809474909359324
179.96558741519326,225.1678067321028,0.3025268316268921,0.37823050466208336
142.78558148835836,189.18492788330752,0.29520976543426514,0.2416014541852424
175.45182960911802,230.0758133766515,0.27944180369377136,0.37060062720043613
150.70361569053247,178.31582429667253,0.2707377076148987,0.3171852036153652
144.20473520379318,192.9760298103158,0.3006074130535126,0.2582738435991643
156.09907451428865,185.731376087716,0.2832532227039337,0.3313832597369859
121.8095992238898,161.15816978550123,0.28162404894828796,0.2184974170887126
174.59209161055716,220.96992722886338,0.2787160575389862,0.3623420028222807
138.28659459164268,170.4152158303813,0.2727048099040985,0.28065590057594103
153.24753851639596,183.0891427810853,0.2741937041282654,0.3185930063646449
140.08907518888773,171.87096305453858,0.27014467120170593,0.2886906422074714
143.6159089740954,185.25060534627687,0.2843751907348633,0.2838765110713137
128.84194263659026,151.15733380113454,0.26750579476356506,0.27959422210735557
137.51090039704977,166.54875153620867,0.27370941638946533,0.2791810507112757
144.68793086001747,174.08290176883742,0.27070966362953186,0.29288793723468826
155.28332840768914,181.22768745066702,0.2723290026187897,0.3188403486633779
142.56777873792146,177.79513277902564,0.27363282442092896,0.2859479414320992
148.54419266550164,170.24926315840298,0.26903343200683594,0.3057881500996488
150.8436488101357,191.19945287283994,0.2760833501815796,0.30166915441893605
141.92015276457133,160.22011382968256,0.2695227563381195,0.2944993591681062
143.86438791375411,187.6664417380032,0.2804328203201294,0.28374139387397773
128.0114191958779,147.5646530407091,0.2640986144542694,0.27305738783199923
150.37804212068258,196.87311286261757,0.27836573123931885,0.30076988549069605
142.59837140535055,158.6372397729077,0.27053457498550415,0.3003517541019236
138.03473141318872,186.58552430497028,0.2989431917667389,0.24342487565671653
130.0167814555921,155.74266989135307,0.2714789807796478,0.2786347293680416
146.90112063759253,179.76739510872994,0.29013746976852417,0.31635673450079055
225.7494290000514,304.0124431201632,0.36298754811286926,0.3676299160213152
205.9378332840769,263.5738178125735,0.3252757787704468,0.42657051741113006
190.0566366095292,266.43314074345386,0.28045207262039185,0.3992640697710712
189.95729024786698,261.088155079895,0.35784250497817993,0.3421003460155007
190.42472437808388,228.39393486600576,0.30831125378608704,0.3875171554525215
123.03992582622327,146.90262662795115,0.278327077627182,0.265590153681371
141.72651993600945,171.89680792531283,0.27346256375312805,0.2939635345096498
135.36404298481187,168.68637453151848,0.27570149302482605,0.27595117155946103
144.1953414113898,167.21446978514356,0.27433982491493225,0.30398679597101524
133.65304565429688,166.44390515087923,0.2754601240158081,0.2728070288888837
147.80663821571753,172.26282506923758,0.27396121621131897,0.30525195494536506
148.13122518439042,179.14655827656483,0.2735596299171448,0.30661596988951034
142.90233250668174,176.184050728731,0.2786673903465271,0.28495221115730035
142.99394748085425,166.72486418816112,0.2719876766204834,0.2958138010272123
151.92274153859992,188.33307132057806,0.28259772062301636,0.30341622410569286
138.47285300806948,158.520726900456,0.2696731984615326,0.2913909610973489
152.98308442768297,189.46410288705894,0.27919790148735046,0.30621891632334003
140.0892771670693,161.87447011630516,0.2703844904899597,0.28827396728586446
158.2261902658563,194.7064853853007,0.2769017219543457,0.3208083269001367
144.82124449077406,166.37934141966807,0.2706449031829834,0.297524435140832
155.6034164428711,197.0783753057004,0.27798640727996826,0.3113407776684017
139.69502017372534,164.25641895588595,0.27144575119018555,0.2849822309377169
152.65168240195825,192.14263422666042,0.2790718674659729,0.3039703007541408
123.85649470279091,149.33850003898513,0.2705609202384949,0.2585059698901445
166.09845613178453,217.50714594135763,0.2812851071357727,0.33846154250311544
141.15268988358346,162.58616636147937,0.26989999413490295,0.2924089550397497
147.77299338892885,200.86321707642603,0.28876253962516785,0.2868090830813869
168.33262232730263,209.52316118067105,0.2839791178703308,0.3278891604533904
179.7104717053865,240.44480403647208,0.2893775999546051,0.39306414279023644
146.55387316252055,194.94539987045397,0.28881436586380005,0.2758502774230505
126.64297405042146,145.35836165512157,0.27156490087509155,0.26701008548078087
195.67163567793997,250.68803265453766,0.31020495295524597,0.4055736448973708
155.3551045467979,220.85894401173496,0.3198711574077606,0.26598585060955904
129.67113073248612,151.03423538122922,0.2839372456073761,0.275541498823529
231.9754470022101,292.73197336965126,0.30670469999313354,0.48233334210794926
340.86848911486175,429.5047855998919,0.4372636377811432,0.5611936002918656
298.93278382953844,402.5436770011091,0.3401948809623718,0.572390488014201
140.30646996749076,179.95706380071485,0.27407538890838623,0.2639871393968705
159.45689713327508,209.77720876982445,0.28155237436294556,0.34381575791125923
211.46737670898438,288.5626447567011,0.28986793756484985,0.43013126313712813
272.7110447130705,347.290898064639,0.3758367598056793,0.4620829714010429
386.91027350174755,478.4672765974343,0.3761093020439148,0.7319858166920196
148.95396463494552,199.93013524864025,0.2824888229370117,0.2677871710210515
167.40129169664885,223.69379655008905,0.27819758653640747,0.3436468731347396
141.304822018272,171.42050916264284,0.27246659994125366,0.28444405892583996
144.48280936793276,180.7612175432547,0.27447208762168884,0.2923566019397311
143.5796540912829,176.1669099492991,0.27346083521842957,0.29091439989950274
139.64240144428453,175.7126666785333,0.2771326005458832,0.27327342717780606
145.2709732055664,172.03915285631652,0.2732986509799957,0.29688079838062414
144.89545159590872,180.9268017244686,0.2771124839782715,0.2902845027513944
139.56007345099198,167.82772313204512,0.27184635400772095,0.2826141829507057
145.40930015162417,186.2218445168614,0.2798177897930145,0.285994892296896
133.0477893227025,156.57046072742645,0.27063989639282227,0.27321423309795767
144.5779451069079,187.51821571031448,0.27999916672706604,0.2866296090620907
135.61957590203536,158.14655903686307,0.271071195602417,0.28122523421281903
138.7422886898643,182.70286036498135,0.2833763659000397,0.2695811542209336
132.26240941097862,152.82912558024657,0.27204659581184387,0.2774082632718441
133.46475139417146,179.12271486939375,0.292770653963089,0.2399009572513125
135.52360293739721,151.4831855023146,0.2779766917228699,0.2872645929207602
124.86032947741057,162.82976438657948,0.28514957427978516,0.2334195819201557
152.34171937641344,188.68701967182153,0.27451008558273315,0.306460761714109
154.96507022255346,185.50148860906836,0.2781553268432617,0.31257042363636645
149.44986684698807,182.21009625607772,0.27324584126472473,0.3046008232740632
138.9268132259971,178.9672460379686,0.2820541262626648,0.27210616604755195
135.0445118954307,157.29201937856695,0.27130821347236633,0.274246541096908
158.23698104055305,193.49073687025083,0.2807562053203583,0.3162101377356684
142.1412851434005,165.65230822177392,0.27093788981437683,0.29040930022507583
